Coordinates,Intro Number,Enactment Date,Enactment Year,Enactment Number,Category,Borough,New Name,Present Name,Membership,Biographical Information,Limits,Zip Code,Introduced by Council Member(s),Notes,geometry,centroid,latitude,longitude,pct_male_named_streets,pct_male_pop
"MULTILINESTRING ((-73.92854534699995 40.86251957300004, -73.92743491299996 40.86079532100007))",Int. No. 1744,12/01/2017,2017,2017/237,Street,Manhattan,Santiago Cerόn Way,Sickles Street,Male,"Santiago Cerόn was the Dominican Republic’s first internationally known salsa singer.  He was best known for his hit song, “De Borojol le traigo un son.”  He was born in Santo Domingo and later studied at the Bellas Artes.  He worked as an exclusi",Between Sherman Avenue and Nagle Avenue,10040,Rodriguez,,"MULTILINESTRING ((-73.92854534699995 40.86251957300004, -73.92743491299996 40.86079532100007))",POINT (-73.92799012999996 40.861657447000056),40.861657447000056,-73.92799012999996,53.4%,48%
"MULTILINESTRING ((-73.95696767199996 40.66044592600008, -73.96049209499995 40.66022211100005))",Int. No. 2477,01/15/2022,2022,2022/054,Street,Brooklyn,Ebenezer “Ben” Edwards Way,Maple Street,Male,"Ben Edwards was one of the hardest working, committed, and productive public servants of Brooklyn. He was the long-serving president of the Lefferts Manor Association (LMA). He led an organization whose core mission was to uphold and defend the one-famil",Between Flatbush Avenue and Bedford Avenue,11225,Eugene,,"MULTILINESTRING ((-73.95696767199996 40.66044592600008, -73.96049209499995 40.66022211100005))",POINT (-73.95872988349997 40.660334018500066),40.660334018500066,-73.95872988349997,66.3%,48%
"MULTILINESTRING ((-73.90643003099996 40.71806671500008, -73.90424671299996 40.718383851000056))",Int. No. 761-A,03/07/2012,2012,2012/014,Street,Queens,Detective Kevin Czartoryski Place,59th Road,Male,"Kevin Czartoryski began his career with the NYPD in 1988.  After his outstanding work in the Narcotics Division, he was promoted to Detective.  He later became a Detective Second Grade and received several honors and proclamations from the New York City",Between 60th Street and 60th Lane,11378,Crowley,,"MULTILINESTRING ((-73.90643003099996 40.71806671500008, -73.90424671299996 40.718383851000056))",POINT (-73.90533837199996 40.718225283000066),40.718225283000066,-73.90533837199996,63.1%,49%
"MULTILINESTRING ((-73.94500698199994 40.72296022000006, -73.94492115099996 40.72241340200003))",Int. No. 590-A,07/11/2011,2011,2011/047,Street,Brooklyn,Blessed John Paul II Square,Humboldt Street,Male,"The current street sign on Humboldt Street reads Pope John Paul II Square.  However, the Pope is now referred to as Blessed John Paul II since his beatification on May 1, 2011, and the community would like a new street sign to reflect that.",Between Driggs Avenue and Broome Street,11222,Levin,,"MULTILINESTRING ((-73.94500698199994 40.72296022000006, -73.94492115099996 40.72241340200003))",POINT (-73.94496406649995 40.722686811000045),40.722686811000045,-73.94496406649995,66.3%,48%
"MULTILINESTRING ((-73.87124782099994 40.719256845000075, -73.87061601199997 40.71846175600007, -73.87055044699997 40.718233618000056))",Int. No. 480-A,08/14/2022,2022,2022/081,Street,Queens,Captain Thomas G. Abbey Place,82nd Place,Male,"Thomas Abbey was born 1899 and died September 12, 1943. In 1927, Abbey joined New York City’s Police Department. Throughout his life, Abbey was a resident of Middle Village. Due to his military service in the First World War, he was released from the P",Between 64th Road and Furmanville Avenue,11379,Holden,,"MULTILINESTRING ((-73.87124782099994 40.719256845000075, -73.87061601199997 40.71846175600007, -73.87055044699997 40.718233618000056))",POINT (-73.8708658561698 40.71876237300714),40.71876237300714,-73.8708658561698,63.1%,49%
"MULTILINESTRING ((-73.92155226499995 40.74324662400005, -73.92187412999994 40.741544109000074))",Int. No. 1102-A,07/23/2023,2023,2023/110,Street,Queens,John Vogt Place,43rd Street,Male,"John Vogt held many extracurricular activities, including volunteering and serving on the board of Sunnyside Shines, the local Business Improvement District, that he was instrumental in founding. He served on the board of Sunnyside Shines for the entire",Between Queens Boulevard and 47th Avenue,11104,Won,,"MULTILINESTRING ((-73.92155226499995 40.74324662400005, -73.92187412999994 40.741544109000074))",POINT (-73.92171319749994 40.74239536650006),40.74239536650006,-73.92171319749994,63.1%,49%
"MULTILINESTRING ((-73.71963554699994 40.729627536000066, -73.71772581399995 40.72928403100008))",Int. No. 281-A,05/05/2004,2004,2004/008,Street,Queens,Firefighter John Sineno Drive,87th Drive,Male,"John entered the Fire Department in 1962 and was assigned to the Fire Factory, Engine 58 in Harlem.  John was a quick learner and was a fireman’s fireman.  His skills in the kitchen were quickly harnessed at Engine 58.  There was always rice pudding fo",between Commenwealth Boulevard and 248th Street,11426,Weprin,,"MULTILINESTRING ((-73.71963554699994 40.729627536000066, -73.71772581399995 40.72928403100008))",POINT (-73.71868068049994 40.72945578350007),40.72945578350007,-73.71868068049994,63.1%,49%
"MULTILINESTRING ((-73.94509202899997 40.820913079000036, -73.94403523799997 40.82206598300007, -73.94327478999998 40.82289558100007, -73.94291608399999 40.82328690200006, -73.94276631199995 40.82345029100003, -73.94249028599995 40.82382371800003, -73.94177145399993 40.82482028800007, -73.94112753399997 40.82569140800007, -73.94016241899999 40.82702937700003, -73.93925961899998 40.82825067400006, -73.93898463899995 40.82895254600004, -73.93868154899997 40.82967708600006))",Int. No. 825,10/10/2008,2008,2008/048,Street,Manhattan,W.E.B. DuBois Avenue,Bradhurst Avenue,Male,"W.E.B. DuBois was a sociologist, educator and an accomplished author and was one of the founders of the NAACP.  He was a longtime resident of Harlem.  Mr. DuBois also was a consultant to the United Nations upon its formation in San Francisco in 1945 as h",From 141st Street to 155th Street,10039,Jackson,,"MULTILINESTRING ((-73.94509202899997 40.820913079000036, -73.94403523799997 40.82206598300007, -73.94327478999998 40.82289558100007, -73.94291608399999 40.82328690200006, -73.94276631199995 40.82345029100003, -73.94249028599995 40.82382371800003, -73.94177145399993 40.82482028800007, -73.94112753399997 40.82569140800007, -73.94016241899999 40.82702937700003, -73.93925961899998 40.82825067400006, -73.93898463899995 40.82895254600004, -73.93868154899997 40.82967708600006))",POINT (-73.9416455903901 40.82513439869766),40.82513439869766,-73.9416455903901,53.4%,48%
"MULTILINESTRING ((-73.91143100999994 40.82276161500005, -73.91150611199998 40.822572851000075, -73.91135054399996 40.82228665900004))",Int. No. 849,08/10/2015,2015,2015/076,Street,Bronx,"P.O. Ronald G. Becker, Jr. Way",Washington Avenue,Male,Ronald Becker served in the United States Navy and with the New York City Police Department for 20 years.  He was assigned to the 42nd Precinct in the Bronx and made more than 50 arrests and was recognized once for Excellent Police Duty and once for Meri,At 830 Washington Avenue,10451,Gibson,,"MULTILINESTRING ((-73.91143100999994 40.82276161500005, -73.91150611199998 40.822572851000075, -73.91135054399996 40.82228665900004))",POINT (-73.91144378197586 40.82252097313657),40.82252097313657,-73.91144378197586,64.7%,47%
"MULTILINESTRING ((-73.99954428799998 40.714467701000046, -73.99885883399998 40.71450610200003))",Int. No. 1102-A,07/23/2023,2023,2023/110,Street,Manhattan,Corky Lee Way 李揚國路,Mosco Street,Male,"Corky Lee was an activist, journalist, photographer and community organizer. His photographs captured the lives and political activism of the Asian American community. He co-founded 21 Pell Street, an organization that holds free cultural and community e",Between Mott Street and Mulberry Street,10013,Marte,,"MULTILINESTRING ((-73.99954428799998 40.714467701000046, -73.99885883399998 40.71450610200003))",POINT (-73.99920156099998 40.71448690150004),40.71448690150004,-73.99920156099998,53.4%,48%
"MULTILINESTRING ((-73.94216652699998 40.84210328700004, -73.94000466599994 40.84118611400004))",Int. No. 1613,06/24/2017,2017,2017/110,Street,Manhattan,Dr. Norbert Sander Way,168th Street,Male,"Dr. Norbert Sander was the last New York City resident to win the NYC Marathon in 1974.  Later, he became the CEO and founder of the Armory Track Foundation.  For the last 25 years, the Armory has been the busiest sports facilities in the country with ov",Between Broadway and Fort Washington Avenue,10032,Rodriguez,,"MULTILINESTRING ((-73.94216652699998 40.84210328700004, -73.94000466599994 40.84118611400004))",POINT (-73.94108559649996 40.84164470050004),40.84164470050004,-73.94108559649996,53.4%,48%
"MULTILINESTRING ((-73.76483171899997 40.724563061000026, -73.76274317199994 40.723497905000045))",Int. No. 1278,01/20/2024,2024,2024/041,Street,Queens,Marc A. Haken Way,Francis Lewis Boulevard,Male,"Marc Haken was a Hollis civic leader who was involved in community affairs for decades. He served with Community Board 8 as chair of the Youth, Education and Library Committee, president of Hilltop Village Co-Op No. 4 and was the president of Friends of",Between 204th Street and Epsom Course,11423,Lee,,"MULTILINESTRING ((-73.76483171899997 40.724563061000026, -73.76274317199994 40.723497905000045))",POINT (-73.76378744549996 40.724030483000035),40.724030483000035,-73.76378744549996,63.1%,49%
"MULTILINESTRING ((-73.91250741399995 40.762726385000065, -73.91205169599993 40.76251219400007, -73.91190659899996 40.76244399700005))",Int. No. 1744,12/01/2017,2017,2017/237,Street,Queens,Assemblyman Denis J. Butler Way,30th Avenue,Male,"Denis J. Butler was a lifelong resident of Astoria and a retired member of the New York State Legislature.  He volunteered with the Lighthouse for the Blind for 20 years and also served as president of the St. Joseph’s Home School Association, was a",Between 43rd Street and 44th Street,11103,Constantinides,,"MULTILINESTRING ((-73.91250741399995 40.762726385000065, -73.91205169599993 40.76251219400007, -73.91190659899996 40.76244399700005))",POINT (-73.91220700645866 40.76258519108794),40.76258519108794,-73.91220700645866,63.1%,49%
"MULTILINESTRING ((-73.99165521399993 40.69097940800003, -73.98992143399994 40.69043273300008))",Int. No. 556-A,06/14/2007,2007,2007/028,Street,Brooklyn,The Honorable Nicholas Coffinas Way,Schermerhorn Street,Male,"The Honorable Nicholas Coffinas has been called by many in the New York Judicial Community the best and finest administrator to serve in the Brooklyn Criminal Court.  He was extremely well liked, known for treating everyone he met with respect and dignit",Between Boerum Place and Court Street with the sign on the southeast corner of Court and Schermerhorn Streets,11201,Yassky,,"MULTILINESTRING ((-73.99165521399993 40.69097940800003, -73.98992143399994 40.69043273300008))",POINT (-73.99078832399994 40.690706070500056),40.690706070500056,-73.99078832399994,66.3%,48%
"MULTILINESTRING ((-73.76411440999993 40.68071575400006, -73.76690447299995 40.68006683900006, -73.76942038499999 40.679627476000064, -73.77016053299997 40.67949822000003, -73.77097606599995 40.679395588000034))",Int. No. 556-A,06/14/2007,2007,2007/028,Street,Queens,"Freddie Dill, Sr. Avenue",129th Avenue,Male,"Freddie Dill, Sr. was not only a role model for entrepreneurs, but also a valued and active member of his community.  He has been honored by various community leaders, politicians and those who he had helped over the years.  When he moved to Jamaica, Que",Between Merrick Boulevard and 174th Street,11434,Comrie,,"MULTILINESTRING ((-73.76411440999993 40.68071575400006, -73.76690447299995 40.68006683900006, -73.76942038499999 40.679627476000064, -73.77016053299997 40.67949822000003, -73.77097606599995 40.679395588000034))",POINT (-73.76753329446446 40.67999248316819),40.67999248316819,-73.76753329446446,63.1%,49%
"MULTILINESTRING ((-73.95964497399996 40.77949436500006, -73.95840847599999 40.77897644600006))",Int. No. 281-A,05/05/2004,2004,2004/008,Street,Manhattan,David K. Oing Way,East 84th Street,Male,"David Oing was born on March 16, 1994 to Mary and Jeffrey Oing.  He was their first born and brought much joy and happiness to Mary’s and Jeff’s family.  Four years later, Mary and Jeff added to their family and had a daughter, Laura. 

David died an",between Park Avenue and Madison Avenue,10028,Speaker Miller and Council Member Moskowitz,,"MULTILINESTRING ((-73.95964497399996 40.77949436500006, -73.95840847599999 40.77897644600006))",POINT (-73.95902672499997 40.77923540550006),40.77923540550006,-73.95902672499997,53.4%,48%
"MULTILINESTRING ((-73.98027795099995 40.742547976000026, -73.97832530299996 40.74171884300006))",Int. No. 897,03/19/2023,2023,2023/044,Street,Manhattan,Frank Pesce Way,29th Street,Male,"Frank Pesce was raised at 214 East 29th Street between 2nd and 3rd Avenues in Manhattan. His family lived in that building for 26 years. He became a character actor in Hollywood, appearing in over 60 films. He had a 50-year career as a working actor,",Between 2nd Avenue and 3rd Avenue,10016,Rivera,,"MULTILINESTRING ((-73.98027795099995 40.742547976000026, -73.97832530299996 40.74171884300006))",POINT (-73.97930162699996 40.74213340950004),40.74213340950004,-73.97930162699996,53.4%,48%
"MULTILINESTRING ((-73.96236691899998 40.66302709000007, -73.96075222899998 40.66063842300008, -73.96057520299996 40.65957631400005, -73.96050010199997 40.658318852000036, -73.96009776999995 40.65646720700005, -73.95971301399999 40.65486901000003, -73.95912313099996 40.65198142400004, -73.95826313899994 40.64840890000005, -73.95815012299994 40.64651629100007, -73.95799423499994 40.644573250000064, -73.95767507199997 40.64265787900007, -73.95359073099996 40.63846898200006))",Int. No.  1631,08/23/2019,2019,2019/158,Street,Brooklyn,Jean-Baptiste-Point Du Sable Boulevard,Flatbush Avenue,Male,"Jean-Baptiste-Point Du Sable is recognized as the “Founder of Chicago” for being regarded as the first permanent non-indigenous settler of what later became known as Chicago. In the 1770’s, he went to the Great Lakes area of North America where he",Between Empire Boulevard and Foster Avenue,11226,Eugene,,"MULTILINESTRING ((-73.96236691899998 40.66302709000007, -73.96075222899998 40.66063842300008, -73.96057520299996 40.65957631400005, -73.96050010199997 40.658318852000036, -73.96009776999995 40.65646720700005, -73.95971301399999 40.65486901000003, -73.95912313099996 40.65198142400004, -73.95826313899994 40.64840890000005, -73.95815012299994 40.64651629100007, -73.95799423499994 40.644573250000064, -73.95767507199997 40.64265787900007, -73.95359073099996 40.63846898200006))",POINT (-73.95862570723862 40.650344504141124),40.65034450414112,-73.95862570723862,66.3%,48%
"MULTILINESTRING ((-73.94622287199996 40.789702506000026, -73.94761225699995 40.79029344700007, -73.94911539999998 40.790932766000026))",Int. No. 1045-A,07/01/2013,2013,2013/050,Street,Manhattan,Rafael Tufiño Way,East 103rd Street,Male,Rafael Tufiño was a painter and printmaker who was considered one of Puerto Rico’s most prominent cultural figures. He was known as the “Painter of the People” for his canvases and posters depicting traditional aspects of life on the island. He wa,From the west side of Third Avenue to the east side of Park Avenue,10029,Mark-Viverito,,"MULTILINESTRING ((-73.94622287199996 40.789702506000026, -73.94761225699995 40.79029344700007, -73.94911539999998 40.790932766000026))",POINT (-73.94766913546462 40.790317637258724),40.79031763725872,-73.94766913546462,53.4%,48%
